Other crime: England, Barking and Dagenham London Boro, Barking, Barking and Dagenham, London, Redbridge London Boro, Redbridge, Ilford South, IG118TG, Y53Q36, Abbey, On or near Cranleigh Gardens
Anti-social behaviour: England, Yorkshire and the Humber, West Yorkshire, Bradford District, Bradford East, BD2 2LQ, Y51Q32, Eccleshill, On or near Acre Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5BQ, Y51Q32, High Harrogate, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1RU, Y51Q32, Low Harrogate, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5PP, Y51Q32, High Harrogate, On or near Park Parade
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5SP, Y51Q32, High Harrogate, On or near Park View
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5PA, Y51Q32, High Harrogate, On or near Marlborough Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5PD, Y51Q32, High Harrogate, On or near East Park Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5PD, Y51Q32, High Harrogate, On or near East Park Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5BQ, Y51Q32, High Harrogate, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5BQ, Y51Q32, High Harrogate, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1UF, Y51Q32, Low Harrogate, On or near Haywra Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5PD, Y51Q32, High Harrogate, On or near East Park Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5PD, Y51Q32, High Harrogate, On or near East Park Road
Bicycle theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1RU, Y51Q32, Low Harrogate, On or near Parking Area
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1RU, Y51Q32, Low Harrogate, On or near Parking Area
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5BQ, Y51Q32, High Harrogate, On or near Parking Area
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5LF, Y51Q32, High Harrogate, On or near The Parade
Public order: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1UF, Y51Q32, Low Harrogate, On or near Haywra Street
Public order: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5BQ, Y51Q32, High Harrogate, On or near Parking Area
Robbery: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5LF, Y51Q32, High Harrogate, On or near The Parade
Vehicle crime: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5BQ, Y51Q32, High Harrogate, On or near Parking Area
Vehicle crime: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5PR, Y51Q32, High Harrogate, On or near Homestead Road
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1RU, Y51Q32, Low Harrogate, On or near Parking Area
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5BQ, Y51Q32, High Harrogate, On or near Parking Area
Other crime: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 5LF, Y51Q32, High Harrogate, On or near The Parade
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0NE, Y51Q32, Low Harrogate, On or near Prospect Place
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0JE, Y51Q32, Harlow Moor, On or near Harlow Moor Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0NE, Y51Q32, Low Harrogate, On or near Prospect Place
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0HP, Y51Q32, Harlow Moor, On or near Cold Bath Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2QU, Y51Q32, Low Harrogate, On or near Cambridge Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0LW, Y51Q32, Low Harrogate, On or near Byron Walk Mews
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2QY, Y51Q32, Low Harrogate, On or near Cambridge Crescent
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1BJ, Y51Q32, Low Harrogate, On or near York Place
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1RH, Y51Q32, Low Harrogate, On or near Shopping Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2TG, Y51Q32, Low Harrogate, On or near Montpellier Square
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0EJ, Y51Q32, Low Harrogate, On or near Beech Grove
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0NE, Y51Q32, Low Harrogate, On or near Prospect Place
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0EJ, Y51Q32, Low Harrogate, On or near Beech Grove
Burglary: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1BJ, Y51Q32, Low Harrogate, On or near York Place
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1BJ, Y51Q32, Low Harrogate, On or near Trafalgar Road
Drugs: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0NE, Y51Q32, Low Harrogate, On or near Prospect Place
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0NE, Y51Q32, Low Harrogate, On or near Prospect Place
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2QY, Y51Q32, Low Harrogate, On or near Cambridge Crescent
Public order: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2TG, Y51Q32, Low Harrogate, On or near Montpellier Square
Public order: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2RB, Y51Q32, Low Harrogate, On or near Cambridge Terrace
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2QU, Y51Q32, Low Harrogate, On or near Cambridge Road
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1RH, Y51Q32, Low Harrogate, On or near Shopping Area
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2TG, Y51Q32, Low Harrogate, On or near Montpellier Square
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2TG, Y51Q32, Low Harrogate, On or near Montpellier Square
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2TG, Y51Q32, Low Harrogate, On or near Montpellier Square
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0NE, Y51Q32, Low Harrogate, On or near Prospect Place
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2RB, Y51Q32, Low Harrogate, On or near Cambridge Terrace
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2QU, Y51Q32, Low Harrogate, On or near Cambridge Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9BA, Y51Q32, Stray, On or near Park Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9BT, Y51Q32, Stray, On or near Park Avenue South
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9BA, Y51Q32, Stray, On or near Park Drive
Drugs: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1BJ, Y51Q32, Low Harrogate, On or near A61
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9BZ, Y51Q32, Stray, On or near The Oval
Vehicle crime: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9AZ, Y51Q32, Stray, On or near Otley Road
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8AA, Y51Q32, Stray, On or near Stray Road
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8AA, Y51Q32, Stray, On or near Stray Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8DD, Y51Q32, Stray, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8DD, Y51Q32, Stray, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8JJ, Y51Q32, Stray, On or near Sports/Recreation Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9NN, Y51Q32, Rossett, On or near Leadhall Drive
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8DD, Y51Q32, Stray, On or near Supermarket
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8DD, Y51Q32, Stray, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8QS, Y51Q32, Stray, On or near Rayleigh Road
Burglary: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 1HB, Y51Q32, Low Harrogate, On or near York Place
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0HR, Y51Q32, Harlow Moor, On or near Supermarket
Other theft: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG3 1PX, Y51Q32, Harlow Moor, On or near Harlow Cottages
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG3 2XL, Y51Q32, Saltergate, On or near Oakdale Glen
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG1 2EU, Y51Q32, Harlow Moor, On or near Kent Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8BT, Y51Q32, Stray, On or near Coronation Grove
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 8BT, Y51Q32, Stray, On or near Coronation Grove
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9LE, Y51Q32, Rossett, On or near Rossett Green Lane
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9PP, Y51Q32, Rossett, On or near Rossett Gardens
Burglary: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9LW, Y51Q32, Rossett, On or near Ashville Close
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0AG, Y51Q32, Rossett, On or near College Street
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0AY, Y51Q32, Rossett, On or near West Lea Avenue
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 0AG, Y51Q32, Rossett, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9AQ, Y51Q32, Rossett, On or near Rossett Way
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9QN, Y51Q32, Rossett, On or near Hutton Gate
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG2 9QP, Y51Q32, Rossett, On or near Redfearn Mews
Drugs: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG3 1RZ, Y51Q32, Rossett, On or near Sports/Recreation Area
Drugs: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, HG3 1RZ, Y51Q32, Rossett, On or near Sports/Recreation Area
Anti-social behaviour: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, Selby and Ainsty, HG3 1LQ, Y51Q32, Pannal, On or near Long Acre Walk
Other theft: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, Selby and Ainsty, HG3 1JW, Y51Q32, Pannal, On or near Petrol Station
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, Selby and Ainsty, HG3 1JN, Y51Q32, Pannal, On or near Milton Road
Shoplifting: England, Skipton and Ripon, Yorkshire and the Humber, North Yorkshire, Harrogate District, Harrogate and Knaresborough, Selby and Ainsty, HG3 1JZ, Y51Q32, Pannal, On or near Pannal Green
